,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
1825,2019,9,red_bull_ring,norris,1999-11-13,British,mclaren,5,,+1 Lap,8.0,6
1826,2019,9,red_bull_ring,gasly,1996-02-07,French,red_bull,8,,+1 Lap,6.0,7
1827,2019,9,red_bull_ring,sainz,1994-09-01,Spanish,mclaren,19,,+1 Lap,4.0,8
1828,2019,9,red_bull_ring,raikkonen,1979-10-17,Finnish,alfa,6,,+1 Lap,2.0,9
1829,2019,9,red_bull_ring,giovinazzi,1993-12-14,Italian,alfa,7,,+1 Lap,1.0,10
1830,2019,9,red_bull_ring,perez,1990-01-26,Mexican,racing_point,13,,+1 Lap,0.0,11
1831,2019,9,red_bull_ring,ricciardo,1989-07-01,Australian,renault,12,,+1 Lap,0.0,12
1832,2019,9,red_bull_ring,hulkenberg,1987-08-19,German,renault,15,,+1 Lap,0.0,13
1833,2019,9,red_bull_ring,stroll,1998-10-29,Canadian,racing_point,14,,+1 Lap,0.0,14
1834,2019,9,red_bull_ring,albon,1996-03-23,Thai,toro_rosso,18,,+1 Lap,0.0,15
1835,2019,9,red_bull_ring,grosjean,1986-04-17,French,haas,11,,+1 Lap,0.0,16
1836,2019,9,red_bull_ring,kvyat,1994-04-26,Russian,toro_rosso,16,,+1 Lap,0.0,17
1837,2019,9,red_bull_ring,russell,1998-02-15,British,williams,0,,+2 Laps,0.0,18
1838,2019,9,red_bull_ring,kevin_magnussen,1992-10-05,Danish,haas,10,,+2 Laps,0.0,19
1839,2019,9,red_bull_ring,kubica,1984-12-07,Polish,williams,17,,+3 Laps,0.0,20
1840,2019,10,silverstone,hamilton,1985-01-07,British,mercedes,2,4868452.0,Finished,26.0,1
1841,2019,10,silverstone,bottas,1989-08-28,Finnish,mercedes,1,4893380.0,Finished,18.0,2
1842,2019,10,silverstone,leclerc,1997-10-16,Monegasque,ferrari,3,4898569.0,Finished,15.0,3
1843,2019,10,silverstone,gasly,1996-02-07,French,red_bull,5,4903144.0,Finished,12.0,4
1844,2019,10,silverstone,max_verstappen,1997-09-30,Dutch,red_bull,4,4907910.0,Finished,10.0,5
1845,2019,10,silverstone,sainz,1994-09-01,Spanish,mclaren,13,4922091.0,Finished,8.0,6
1846,2019,10,silverstone,ricciardo,1989-07-01,Australian,renault,7,4922853.0,Finished,6.0,7
1847,2019,10,silverstone,raikkonen,1979-10-17,Finnish,alfa,12,4933992.0,Finished,4.0,8
1848,2019,10,silverstone,kvyat,1994-04-26,Russian,toro_rosso,17,4935172.0,Finished,2.0,9
1849,2019,10,silverstone,hulkenberg,1987-08-19,German,renault,10,4941185.0,Finished,1.0,10
1850,2019,10,silverstone,norris,1999-11-13,British,mclaren,8,4942733.0,Finished,0.0,11
1851,2019,10,silverstone,albon,1996-03-23,Thai,toro_rosso,9,4944069.0,Finished,0.0,12
1852,2019,10,silverstone,stroll,1998-10-29,Canadian,racing_point,18,4949538.0,Finished,0.0,13
1853,2019,10,silverstone,russell,1998-02-15,British,williams,19,,+1 Lap,0.0,14
1854,2019,10,silverstone,kubica,1984-12-07,Polish,williams,20,,+1 Lap,0.0,15
1855,2019,10,silverstone,vettel,1987-07-03,German,ferrari,6,,+1 Lap,0.0,16
1856,2019,10,silverstone,perez,1990-01-26,Mexican,racing_point,15,,+1 Lap,0.0,17
1857,2019,10,silverstone,giovinazzi,1993-12-14,Italian,alfa,11,,Spun off,0.0,18
1858,2019,10,silverstone,grosjean,1986-04-17,French,haas,14,,Collision,0.0,19
1859,2019,10,silverstone,kevin_magnussen,1992-10-05,Danish,haas,16,,Collision,0.0,20
1860,2019,11,hockenheimring,max_verstappen,1997-09-30,Dutch,red_bull,2,6271275.0,Finished,26.0,1
1861,2019,11,hockenheimring,vettel,1987-07-03,German,ferrari,20,6278608.0,Finished,18.0,2
1862,2019,11,hockenheimring,kvyat,1994-04-26,Russian,toro_rosso,14,6279580.0,Finished,15.0,3
1863,2019,11,hockenheimring,stroll,1998-10-29,Canadian,racing_point,15,6280241.0,Finished,12.0,4
1864,2019,11,hockenheimring,sainz,1994-09-01,Spanish,mclaren,7,6280858.0,Finished,10.0,5
1865,2019,11,hockenheimring,albon,1996-03-23,Thai,toro_rosso,16,6281327.0,Finished,8.0,6
1866,2019,11,hockenheimring,grosjean,1986-04-17,French,haas,6,6288113.0,Finished,6.0,7
1867,2019,11,hockenheimring,kevin_magnussen,1992-10-05,Danish,haas,12,6290040.0,Finished,4.0,8
1868,2019,11,hockenheimring,hamilton,1985-01-07,British,mercedes,1,6290942.0,Finished,2.0,9
1869,2019,11,hockenheimring,kubica,1984-12-07,Polish,williams,18,6296262.0,Finished,1.0,10
1870,2019,11,hockenheimring,russell,1998-02-15,British,williams,17,6297679.0,Finished,0.0,11
1871,2019,11,hockenheimring,raikkonen,1979-10-17,Finnish,alfa,5,6313489.0,Finished,0.0,12
1872,2019,11,hockenheimring,giovinazzi,1993-12-14,Italian,alfa,11,6315124.0,Finished,0.0,13
1873,2019,11,hockenheimring,gasly,1996-02-07,French,red_bull,4,,Collision,0.0,14
1874,2019,11,hockenheimring,bottas,1989-08-28,Finnish,mercedes,3,,Accident,0.0,15
1875,2019,11,hockenheimring,hulkenberg,1987-08-19,German,renault,9,,Accident,0.0,16
1876,2019,11,hockenheimring,leclerc,1997-10-16,Monegasque,ferrari,10,,Accident,0.0,17
1877,2019,11,hockenheimring,norris,1999-11-13,British,mclaren,19,,Power loss,0.0,18
1878,2019,11,hockenheimring,ricciardo,1989-07-01,Australian,renault,13,,Exhaust,0.0,19
1879,2019,11,hockenheimring,perez,1990-01-26,Mexican,racing_point,8,,Spun off,0.0,20
1880,2019,12,hungaroring,hamilton,1985-01-07,British,mercedes,3,5703796.0,Finished,25.0,1
1881,2019,12,hungaroring,max_verstappen,1997-09-30,Dutch,red_bull,1,5721592.0,Finished,19.0,2
1882,2019,12,hungaroring,vettel,1987-07-03,German,ferrari,5,5765229.0,Finished,15.0,3
1883,2019,12,hungaroring,leclerc,1997-10-16,Monegasque,ferrari,4,5769046.0,Finished,12.0,4
1884,2019,12,hungaroring,sainz,1994-09-01,Spanish,mclaren,8,,+1 Lap,10.0,5
1885,2019,12,hungaroring,gasly,1996-02-07,French,red_bull,6,,+1 Lap,8.0,6
1886,2019,12,hungaroring,raikkonen,1979-10-17,Finnish,alfa,10,,+1 Lap,6.0,7
1887,2019,12,hungaroring,bottas,1989-08-28,Finnish,mercedes,2,,+1 Lap,4.0,8
1888,2019,12,hungaroring,norris,1999-11-13,British,mclaren,7,,+1 Lap,2.0,9
1889,2019,12,hungaroring,albon,1996-03-23,Thai,toro_rosso,12,,+1 Lap,1.0,10
1890,2019,12,hungaroring,perez,1990-01-26,Mexican,racing_point,16,,+1 Lap,0.0,11
1891,2019,12,hungaroring,hulkenberg,1987-08-19,German,renault,11,,+1 Lap,0.0,12
1892,2019,12,hungaroring,kevin_magnussen,1992-10-05,Danish,haas,14,,+1 Lap,0.0,13
1893,2019,12,hungaroring,ricciardo,1989-07-01,Australian,renault,20,,+1 Lap,0.0,14
1894,2019,12,hungaroring,kvyat,1994-04-26,Russian,toro_rosso,13,,+2 Laps,0.0,15
1895,2019,12,hungaroring,russell,1998-02-15,British,williams,15,,+2 Laps,0.0,16
1896,2019,12,hungaroring,stroll,1998-10-29,Canadian,racing_point,18,,+2 Laps,0.0,17
1897,2019,12,hungaroring,giovinazzi,1993-12-14,Italian,alfa,17,,+2 Laps,0.0,18
1898,2019,12,hungaroring,kubica,1984-12-07,Polish,williams,19,,+3 Laps,0.0,19
1899,2019,12,hungaroring,grosjean,1986-04-17,French,haas,9,,Water pressure,0.0,20
1900,2019,13,spa,leclerc,1997-10-16,Monegasque,ferrari,1,5025710.0,Finished,25.0,1
1901,2019,13,spa,hamilton,1985-01-07,British,mercedes,3,5026691.0,Finished,18.0,2
1902,2019,13,spa,bottas,1989-08-28,Finnish,mercedes,4,5038295.0,Finished,15.0,3
1903,2019,13,spa,vettel,1987-07-03,German,ferrari,2,5052132.0,Finished,13.0,4
1904,2019,13,spa,albon,1996-03-23,Thai,red_bull,17,5107035.0,Finished,10.0,5
1905,2019,13,spa,perez,1990-01-26,Mexican,racing_point,7,5110158.0,Finished,8.0,6
1906,2019,13,spa,kvyat,1994-04-26,Russian,toro_rosso,19,5115367.0,Finished,6.0,7
1907,2019,13,spa,hulkenberg,1987-08-19,German,renault,12,5132349.0,Finished,4.0,8
1908,2019,13,spa,gasly,1996-02-07,French,toro_rosso,13,5134878.0,Finished,2.0,9
1909,2019,13,spa,stroll,1998-10-29,Canadian,racing_point,16,5135548.0,Finished,1.0,10
1910,2019,13,spa,norris,1999-11-13,British,mclaren,11,,Engine,0.0,11
1911,2019,13,spa,kevin_magnussen,1992-10-05,Danish,haas,8,,+1 Lap,0.0,12
1912,2019,13,spa,grosjean,1986-04-17,French,haas,9,,+1 Lap,0.0,13
1913,2019,13,spa,ricciardo,1989-07-01,Australian,renault,10,,+1 Lap,0.0,14
1914,2019,13,spa,russell,1998-02-15,British,williams,14,,+1 Lap,0.0,15
1915,2019,13,spa,raikkonen,1979-10-17,Finnish,alfa,6,,+1 Lap,0.0,16
1916,2019,13,spa,kubica,1984-12-07,Polish,williams,0,,+1 Lap,0.0,17
1917,2019,13,spa,giovinazzi,1993-12-14,Italian,alfa,18,,Accident,0.0,18
1918,2019,13,spa,sainz,1994-09-01,Spanish,mclaren,15,,Power loss,0.0,19
1919,2019,13,spa,max_verstappen,1997-09-30,Dutch,red_bull,5,,Accident,0.0,20
1920,2019,14,monza,leclerc,1997-10-16,Monegasque,ferrari,1,4526665.0,Finished,25.0,1
1921,2019,14,monza,bottas,1989-08-28,Finnish,mercedes,3,4527500.0,Finished,18.0,2
1922,2019,14,monza,hamilton,1985-01-07,British,mercedes,2,4561864.0,Finished,16.0,3
1923,2019,14,monza,ricciardo,1989-07-01,Australian,renault,5,4572180.0,Finished,12.0,4
1924,2019,14,monza,hulkenberg,1987-08-19,German,renault,6,4584830.0,Finished,10.0,5
1925,2019,14,monza,albon,1996-03-23,Thai,red_bull,8,4585980.0,Finished,8.0,6
1926,2019,14,monza,perez,1990-01-26,Mexican,racing_point,18,4600467.0,Finished,6.0,7
1927,2019,14,monza,max_verstappen,1997-09-30,Dutch,red_bull,19,4601157.0,Finished,4.0,8
1928,2019,14,monza,giovinazzi,1993-12-14,Italian,alfa,10,,+1 Lap,2.0,9
1929,2019,14,monza,norris,1999-11-13,British,mclaren,16,,+1 Lap,1.0,10
1930,2019,14,monza,gasly,1996-02-07,French,toro_rosso,17,,+1 Lap,0.0,11
1931,2019,14,monza,stroll,1998-10-29,Canadian,racing_point,9,,+1 Lap,0.0,12
1932,2019,14,monza,vettel,1987-07-03,German,ferrari,4,,+1 Lap,0.0,13
1933,2019,14,monza,russell,1998-02-15,British,williams,14,,+1 Lap,0.0,14
1934,2019,14,monza,raikkonen,1979-10-17,Finnish,alfa,0,,+1 Lap,0.0,15
1935,2019,14,monza,grosjean,1986-04-17,French,haas,13,,+1 Lap,0.0,16
1936,2019,14,monza,kubica,1984-12-07,Polish,williams,15,,+2 Laps,0.0,17
1937,2019,14,monza,kevin_magnussen,1992-10-05,Danish,haas,11,,Hydraulics,0.0,18
1938,2019,14,monza,kvyat,1994-04-26,Russian,toro_rosso,12,,Engine,0.0,19
1939,2019,14,monza,sainz,1994-09-01,Spanish,mclaren,7,,Wheel,0.0,20
1940,2019,15,marina_bay,vettel,1987-07-03,German,ferrari,3,7113667.0,Finished,25.0,1
1941,2019,15,marina_bay,leclerc,1997-10-16,Monegasque,ferrari,1,7116308.0,Finished,18.0,2
1942,2019,15,marina_bay,max_verstappen,1997-09-30,Dutch,red_bull,4,7117488.0,Finished,15.0,3
1943,2019,15,marina_bay,hamilton,1985-01-07,British,mercedes,2,7118275.0,Finished,12.0,4
1944,2019,15,marina_bay,bottas,1989-08-28,Finnish,mercedes,5,7119786.0,Finished,10.0,5
1945,2019,15,marina_bay,albon,1996-03-23,Thai,red_bull,6,7125330.0,Finished,8.0,6
1946,2019,15,marina_bay,norris,1999-11-13,British,mclaren,9,7128436.0,Finished,6.0,7
1947,2019,15,marina_bay,gasly,1996-02-07,French,toro_rosso,11,7129214.0,Finished,4.0,8
1948,2019,15,marina_bay,hulkenberg,1987-08-19,German,renault,8,7130385.0,Finished,2.0,9
1949,2019,15,marina_bay,giovinazzi,1993-12-14,Italian,alfa,10,7141522.0,Finished,1.0,10
1950,2019,15,marina_bay,grosjean,1986-04-17,French,haas,17,7149103.0,Finished,0.0,11
1951,2019,15,marina_bay,sainz,1994-09-01,Spanish,mclaren,7,7149641.0,Finished,0.0,12
1952,2019,15,marina_bay,stroll,1998-10-29,Canadian,racing_point,16,7150086.0,Finished,0.0,13
1953,2019,15,marina_bay,ricciardo,1989-07-01,Australian,renault,20,7151327.0,Finished,0.0,14
1954,2019,15,marina_bay,kvyat,1994-04-26,Russian,toro_rosso,14,7151845.0,Finished,0.0,15
1955,2019,15,marina_bay,kubica,1984-12-07,Polish,williams,19,7160691.0,Finished,0.0,16
1956,2019,15,marina_bay,kevin_magnussen,1992-10-05,Danish,haas,13,7200189.0,Finished,0.0,17
1957,2019,15,marina_bay,raikkonen,1979-10-17,Finnish,alfa,12,,Collision,0.0,18
1958,2019,15,marina_bay,perez,1990-01-26,Mexican,racing_point,15,,Engine,0.0,19
1959,2019,15,marina_bay,russell,1998-02-15,British,williams,18,,Collision,0.0,20
1960,2019,16,sochi,hamilton,1985-01-07,British,mercedes,2,5618992.0,Finished,26.0,1
1961,2019,16,sochi,bottas,1989-08-28,Finnish,mercedes,4,5622821.0,Finished,18.0,2
1962,2019,16,sochi,leclerc,1997-10-16,Monegasque,ferrari,1,5624204.0,Finished,15.0,3
1963,2019,16,sochi,max_verstappen,1997-09-30,Dutch,red_bull,9,5633202.0,Finished,12.0,4
1964,2019,16,sochi,albon,1996-03-23,Thai,red_bull,0,5657340.0,Finished,10.0,5
1965,2019,16,sochi,sainz,1994-09-01,Spanish,mclaren,5,5664881.0,Finished,8.0,6
1966,2019,16,sochi,perez,1990-01-26,Mexican,racing_point,11,5667720.0,Finished,6.0,7
1967,2019,16,sochi,norris,1999-11-13,British,mclaren,7,5676741.0,Finished,4.0,8
1968,2019,16,sochi,kevin_magnussen,1992-10-05,Danish,haas,13,5677771.0,Finished,2.0,9
1969,2019,16,sochi,hulkenberg,1987-08-19,German,renault,6,5678833.0,Finished,1.0,10
1970,2019,16,sochi,stroll,1998-10-29,Canadian,racing_point,14,5679813.0,Finished,0.0,11
1971,2019,16,sochi,kvyat,1994-04-26,Russian,toro_rosso,19,5681488.0,Finished,0.0,12
1972,2019,16,sochi,raikkonen,1979-10-17,Finnish,alfa,15,5687902.0,Finished,0.0,13
1973,2019,16,sochi,gasly,1996-02-07,French,toro_rosso,16,5689068.0,Finished,0.0,14
1974,2019,16,sochi,giovinazzi,1993-12-14,Italian,alfa,12,5692338.0,Finished,0.0,15
1975,2019,16,sochi,kubica,1984-12-07,Polish,williams,18,,Brakes,0.0,16
1976,2019,16,sochi,russell,1998-02-15,British,williams,17,,Brakes,0.0,17
1977,2019,16,sochi,vettel,1987-07-03,German,ferrari,3,,Power loss,0.0,18
1978,2019,16,sochi,ricciardo,1989-07-01,Australian,renault,10,,Collision,0.0,19
1979,2019,16,sochi,grosjean,1986-04-17,French,haas,8,,Collision,0.0,20
1980,2019,17,suzuka,bottas,1989-08-28,Finnish,mercedes,3,4906755.0,Finished,25.0,1
1981,2019,17,suzuka,vettel,1987-07-03,German,ferrari,1,4920098.0,Finished,18.0,2
1982,2019,17,suzuka,hamilton,1985-01-07,British,mercedes,4,4920613.0,Finished,16.0,3
1983,2019,17,suzuka,albon,1996-03-23,Thai,red_bull,6,4966292.0,Finished,12.0,4
1984,2019,17,suzuka,sainz,1994-09-01,Spanish,mclaren,7,4975856.0,Finished,10.0,5
1985,2019,17,suzuka,leclerc,1997-10-16,Monegasque,ferrari,2,,+1 Lap,8.0,6
1986,2019,17,suzuka,gasly,1996-02-07,French,toro_rosso,9,,+1 Lap,6.0,7
1987,2019,17,suzuka,perez,1990-01-26,Mexican,racing_point,17,,+1 Lap,4.0,8
1988,2019,17,suzuka,stroll,1998-10-29,Canadian,racing_point,12,,+1 Lap,2.0,9
1989,2019,17,suzuka,kvyat,1994-04-26,Russian,toro_rosso,14,,+1 Lap,1.0,10
1990,2019,17,suzuka,norris,1999-11-13,British,mclaren,8,,+1 Lap,0.0,11
1991,2019,17,suzuka,raikkonen,1979-10-17,Finnish,alfa,13,,+1 Lap,0.0,12
1992,2019,17,suzuka,grosjean,1986-04-17,French,haas,10,,+1 Lap,0.0,13
1993,2019,17,suzuka,giovinazzi,1993-12-14,Italian,alfa,11,,+1 Lap,0.0,14
1994,2019,17,suzuka,kevin_magnussen,1992-10-05,Danish,haas,19,,+1 Lap,0.0,15
1995,2019,17,suzuka,russell,1998-02-15,British,williams,18,,+2 Laps,0.0,16
1996,2019,17,suzuka,kubica,1984-12-07,Polish,williams,0,,+2 Laps,0.0,17
1997,2019,17,suzuka,max_verstappen,1997-09-30,Dutch,red_bull,5,,Brakes,0.0,18
1998,2019,17,suzuka,ricciardo,1989-07-01,Australian,renault,16,,Disqualified,0.0,19
1999,2019,17,suzuka,hulkenberg,1987-08-19,German,renault,15,,Disqualified,0.0,20
2000,2019,18,rodriguez,hamilton,1985-01-07,British,mercedes,3,5808904.0,Finished,25.0,1
2001,2019,18,rodriguez,vettel,1987-07-03,German,ferrari,2,5810670.0,Finished,18.0,2
2002,2019,18,rodriguez,bottas,1989-08-28,Finnish,mercedes,6,5812457.0,Finished,15.0,3
2003,2019,18,rodriguez,leclerc,1997-10-16,Monegasque,ferrari,1,5815272.0,Finished,13.0,4
2004,2019,18,rodriguez,albon,1996-03-23,Thai,red_bull,5,5830303.0,Finished,10.0,5
2005,2019,18,rodriguez,max_verstappen,1997-09-30,Dutch,red_bull,4,5877711.0,Finished,8.0,6
2006,2019,18,rodriguez,perez,1990-01-26,Mexican,racing_point,11,5882723.0,Finished,6.0,7
2007,2019,18,rodriguez,ricciardo,1989-07-01,Australian,renault,13,5883828.0,Finished,4.0,8
2008,2019,18,rodriguez,gasly,1996-02-07,French,toro_rosso,10,,+1 Lap,2.0,9
2009,2019,18,rodriguez,hulkenberg,1987-08-19,German,renault,12,,+1 Lap,1.0,10
2010,2019,18,rodriguez,kvyat,1994-04-26,Russian,toro_rosso,9,,+1 Lap,0.0,11
2011,2019,18,rodriguez,stroll,1998-10-29,Canadian,racing_point,16,,+1 Lap,0.0,12
2012,2019,18,rodriguez,sainz,1994-09-01,Spanish,mclaren,7,,+1 Lap,0.0,13
2013,2019,18,rodriguez,giovinazzi,1993-12-14,Italian,alfa,15,,+1 Lap,0.0,14
2014,2019,18,rodriguez,kevin_magnussen,1992-10-05,Danish,haas,17,,+2 Laps,0.0,15
2015,2019,18,rodriguez,russell,1998-02-15,British,williams,19,,+2 Laps,0.0,16
2016,2019,18,rodriguez,grosjean,1986-04-17,French,haas,18,,+2 Laps,0.0,17
2017,2019,18,rodriguez,kubica,1984-12-07,Polish,williams,20,,+2 Laps,0.0,18
2018,2019,18,rodriguez,raikkonen,1979-10-17,Finnish,alfa,14,,Overheating,0.0,19
2019,2019,18,rodriguez,norris,1999-11-13,British,mclaren,8,,Withdrew,0.0,20
2020,2019,19,americas,bottas,1989-08-28,Finnish,mercedes,1,5635653.0,Finished,25.0,1
2021,2019,19,americas,hamilton,1985-01-07,British,mercedes,5,5639801.0,Finished,18.0,2
2022,2019,19,americas,max_verstappen,1997-09-30,Dutch,red_bull,3,5640655.0,Finished,15.0,3
2023,2019,19,americas,leclerc,1997-10-16,Monegasque,ferrari,4,5687892.0,Finished,13.0,4
2024,2019,19,americas,albon,1996-03-23,Thai,red_bull,6,5713691.0,Finished,10.0,5
2025,2019,19,americas,ricciardo,1989-07-01,Australian,renault,9,5726019.0,Finished,8.0,6
2026,2019,19,americas,norris,1999-11-13,British,mclaren,8,5726417.0,Finished,6.0,7
2027,2019,19,americas,sainz,1994-09-01,Spanish,mclaren,7,,+1 Lap,4.0,8
2028,2019,19,americas,hulkenberg,1987-08-19,German,renault,11,,+1 Lap,2.0,9
2029,2019,19,americas,perez,1990-01-26,Mexican,racing_point,0,,+1 Lap,1.0,10
2030,2019,19,americas,raikkonen,1979-10-17,Finnish,alfa,17,,+1 Lap,0.0,11
2031,2019,19,americas,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,0.0,12
2032,2019,19,americas,stroll,1998-10-29,Canadian,racing_point,14,,+1 Lap,0.0,13
2033,2019,19,americas,giovinazzi,1993-12-14,Italian,alfa,16,,+1 Lap,0.0,14
2034,2019,19,americas,grosjean,1986-04-17,French,haas,15,,+1 Lap,0.0,15
2035,2019,19,americas,gasly,1996-02-07,French,toro_rosso,10,,Suspension,0.0,16
2036,2019,19,americas,russell,1998-02-15,British,williams,18,,+2 Laps,0.0,17
2037,2019,19,americas,kevin_magnussen,1992-10-05,Danish,haas,12,,Brakes,0.0,18
2038,2019,19,americas,kubica,1984-12-07,Polish,williams,19,,Oil leak,0.0,19
2039,2019,19,americas,vettel,1987-07-03,German,ferrari,2,,Suspension,0.0,20
2040,2019,20,interlagos,max_verstappen,1997-09-30,Dutch,red_bull,1,5594678.0,Finished,25.0,1
2041,2019,20,interlagos,gasly,1996-02-07,French,toro_rosso,6,5600755.0,Finished,18.0,2
2042,2019,20,interlagos,sainz,1994-09-01,Spanish,mclaren,20,5603574.0,Finished,15.0,3
2043,2019,20,interlagos,raikkonen,1979-10-17,Finnish,alfa,8,5604130.0,Finished,12.0,4
2044,2019,20,interlagos,giovinazzi,1993-12-14,Italian,alfa,12,5604879.0,Finished,10.0,5
2045,2019,20,interlagos,ricciardo,1989-07-01,Australian,renault,11,5605219.0,Finished,8.0,6
2046,2019,20,interlagos,hamilton,1985-01-07,British,mercedes,3,5605817.0,Finished,6.0,7
2047,2019,20,interlagos,norris,1999-11-13,British,mclaren,10,5605882.0,Finished,4.0,8
2048,2019,20,interlagos,perez,1990-01-26,Mexican,racing_point,15,5606207.0,Finished,2.0,9
2049,2019,20,interlagos,kvyat,1994-04-26,Russian,toro_rosso,16,5606609.0,Finished,1.0,10
2050,2019,20,interlagos,kevin_magnussen,1992-10-05,Danish,haas,9,5607410.0,Finished,0.0,11
2051,2019,20,interlagos,russell,1998-02-15,British,williams,18,5608277.0,Finished,0.0,12
2052,2019,20,interlagos,grosjean,1986-04-17,French,haas,7,5608925.0,Finished,0.0,13
2053,2019,20,interlagos,albon,1996-03-23,Thai,red_bull,5,5609605.0,Finished,0.0,14
2054,2019,20,interlagos,hulkenberg,1987-08-19,German,renault,13,5612737.0,Finished,0.0,15
2055,2019,20,interlagos,kubica,1984-12-07,Polish,williams,19,,+1 Lap,0.0,16
2056,2019,20,interlagos,vettel,1987-07-03,German,ferrari,2,,Collision,0.0,17
2057,2019,20,interlagos,leclerc,1997-10-16,Monegasque,ferrari,14,,Collision,0.0,18
2058,2019,20,interlagos,stroll,1998-10-29,Canadian,racing_point,17,,Suspension,0.0,19
2059,2019,20,interlagos,bottas,1989-08-28,Finnish,mercedes,4,,Power Unit,0.0,20
2060,2019,21,yas_marina,hamilton,1985-01-07,British,mercedes,1,5645715.0,Finished,26.0,1
2061,2019,21,yas_marina,max_verstappen,1997-09-30,Dutch,red_bull,2,5662487.0,Finished,18.0,2
2062,2019,21,yas_marina,leclerc,1997-10-16,Monegasque,ferrari,3,5689150.0,Finished,15.0,3
2063,2019,21,yas_marina,bottas,1989-08-28,Finnish,mercedes,20,5690094.0,Finished,12.0,4
2064,2019,21,yas_marina,vettel,1987-07-03,German,ferrari,4,5710072.0,Finished,10.0,5
2065,2019,21,yas_marina,albon,1996-03-23,Thai,red_bull,5,5714920.0,Finished,8.0,6
2066,2019,21,yas_marina,perez,1990-01-26,Mexican,racing_point,10,,+1 Lap,6.0,7
2067,2019,21,yas_marina,norris,1999-11-13,British,mclaren,6,,+1 Lap,4.0,8
2068,2019,21,yas_marina,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,2.0,9
2069,2019,21,yas_marina,sainz,1994-09-01,Spanish,mclaren,8,,+1 Lap,1.0,10
2070,2019,21,yas_marina,ricciardo,1989-07-01,Australian,renault,7,,+1 Lap,0.0,11
2071,2019,21,yas_marina,hulkenberg,1987-08-19,German,renault,9,,+1 Lap,0.0,12
2072,2019,21,yas_marina,raikkonen,1979-10-17,Finnish,alfa,17,,+1 Lap,0.0,13
2073,2019,21,yas_marina,kevin_magnussen,1992-10-05,Danish,haas,14,,+1 Lap,0.0,14
2074,2019,21,yas_marina,grosjean,1986-04-17,French,haas,15,,+1 Lap,0.0,15
2075,2019,21,yas_marina,giovinazzi,1993-12-14,Italian,alfa,16,,+1 Lap,0.0,16
2076,2019,21,yas_marina,russell,1998-02-15,British,williams,18,,+1 Lap,0.0,17
2077,2019,21,yas_marina,gasly,1996-02-07,French,toro_rosso,11,,+2 Laps,0.0,18
2078,2019,21,yas_marina,kubica,1984-12-07,Polish,williams,19,,+2 Laps,0.0,19
2079,2019,21,yas_marina,stroll,1998-10-29,Canadian,racing_point,12,,Brakes,0.0,20
2080,2020,1,red_bull_ring,bottas,1989-08-28,Finnish,mercedes,1,5455739.0,Finished,25.0,1
2081,2020,1,red_bull_ring,leclerc,1997-10-16,Monegasque,ferrari,7,5458439.0,Finished,18.0,2
2082,2020,1,red_bull_ring,norris,1999-11-13,British,mclaren,3,5461230.0,Finished,16.0,3
2083,2020,1,red_bull_ring,hamilton,1985-01-07,British,mercedes,5,5461428.0,Finished,12.0,4
2084,2020,1,red_bull_ring,sainz,1994-09-01,Spanish,mclaren,8,5464642.0,Finished,10.0,5
2085,2020,1,red_bull_ring,perez,1990-01-26,Mexican,racing_point,6,5470831.0,Finished,8.0,6
2086,2020,1,red_bull_ring,gasly,1996-02-07,French,alphatauri,12,5472421.0,Finished,6.0,7
2087,2020,1,red_bull_ring,ocon,1996-09-17,French,renault,14,5473195.0,Finished,4.0,8
2088,2020,1,red_bull_ring,giovinazzi,1993-12-14,Italian,alfa,18,5476885.0,Finished,2.0,9
2089,2020,1,red_bull_ring,vettel,1987-07-03,German,ferrari,11,5480284.0,Finished,1.0,10
2090,2020,1,red_bull_ring,latifi,1995-06-29,Canadian,williams,20,5487389.0,Finished,0.0,11
2091,2020,1,red_bull_ring,kvyat,1994-04-26,Russian,alphatauri,13,,Suspension,0.0,12
2092,2020,1,red_bull_ring,albon,1996-03-23,Thai,red_bull,4,,Electronics,0.0,13
2093,2020,1,red_bull_ring,raikkonen,1979-10-17,Finnish,alfa,19,,Wheel,0.0,14
2094,2020,1,red_bull_ring,russell,1998-02-15,British,williams,17,,Fuel pressure,0.0,15
2095,2020,1,red_bull_ring,grosjean,1986-04-17,French,haas,15,,Brakes,0.0,16
2096,2020,1,red_bull_ring,kevin_magnussen,1992-10-05,Danish,haas,16,,Brakes,0.0,17
2097,2020,1,red_bull_ring,stroll,1998-10-29,Canadian,racing_point,9,,Engine,0.0,18
2098,2020,1,red_bull_ring,ricciardo,1989-07-01,Australian,renault,10,,Overheating,0.0,19
2099,2020,1,red_bull_ring,max_verstappen,1997-09-30,Dutch,red_bull,2,,Electronics,0.0,20
2100,2020,2,red_bull_ring,hamilton,1985-01-07,British,mercedes,1,4970683.0,Finished,25.0,1
2101,2020,2,red_bull_ring,bottas,1989-08-28,Finnish,mercedes,4,4984402.0,Finished,18.0,2
2102,2020,2,red_bull_ring,max_verstappen,1997-09-30,Dutch,red_bull,2,5004381.0,Finished,15.0,3
2103,2020,2,red_bull_ring,albon,1996-03-23,Thai,red_bull,6,5015083.0,Finished,12.0,4
